Unnamed: 0,event_name,event_date,event_tag,event_lon,event_lat,event_depth,event_mw,model_author,extension,SDA_MDA,lon_asp1,lat_asp1,lon_asp2,lat_asp2,lon_asp3,lat_asp3,lon_asp4,lat_asp4,SGM,TELE,TRIL,LEVEL,GPS,INSAR,SURF,OTHER,SPOT,HR-GPS,SAR,BBR,SAT,LR-GPS,OTHERS,GNSS,NGAsubEQID,Nsubfaults,Dcoast_Smax,H_Smax,minDstations_Smax,EQID
11,Nankaido (Japan),12/20/1946,s1946NANKAI01BABA,135.62,33.03,30.0,8.4,Baba et al. (2002) ,mat,MDA,133.796354187192,32.9425220779221,134.707369211823,33.2224883116883,135.934082512315,32.7528675324675,135.618384236453,33.4934233766234,0,0,0,0,0,0,0,8,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,32.0,-999.0,-999.0,-999.0,-999
12,Nankaido (Japan),12/20/1946,s1946NANKAI01KATO,135.62,33.03,30.0,8.3,Kato and Ando (1997) ,mat,MDA,135.197784031414,32.5541076555024,133.790067801047,32.6628138755981,136.40697617801,32.9074028708134,-999.0,-999.0,0,0,0,0,0,0,0,12,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,18.0,-999.0,-999.0,-999.0,-999
13,Nankaido (Japan),12/20/1946,s1946NANKAI01SATA,135.62,33.03,30.0,8.31,Satake (1993) ,mat,MDA,133.972306571429,33.2729633663366,136.191437428571,32.8289311881188,134.775162857143,33.526696039604,-999.0,-999.0,0,0,999,999,0,0,0,999,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,12.0,-999.0,-999.0,-999.0,-999
14,Nankaido (Japan),12/20/1946,s1946NANKAI01TANI,135.62,33.03,30.0,8.4,Tanioka and Satake (2001) ,mat,MDA,134.775944334975,33.1917986956522,133.414638423645,32.7754186956522,136.002021182266,32.7392117391304,-999.0,-999.0,0,0,0,0,0,0,0,8,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,32.0,-999.0,-999.0,-999.0,-999
15,Fukui (Japan),06/28/1948,s1948FUKUIJ01ICHI,136.188,36.247,10.14,6.65,Ichinose et al. (2005) ,mat,MDA,136.226275,36.1893089285714,136.24545,36.0977196428571,136.226275,36.0061303571429,-999.0,-999.0,10,7,999,999,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,120.0,-999.0,-999.0,-999.0,-999
16,"Tokachi-Oki,Japan ",03/04/1952,s1952TOKACH01KOBA,144.1512,41.7057,17.6,8.4,Kobayashi et al. (2021) ,mat,MDA,143.691862944162,41.9726011235955,145.333188832487,42.5690483146067,144.458416243655,42.3250471910112,144.710927918782,41.5478584269663,5,12,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,221.0,-999.0,-999.0,-999.0,-999
17,Kitamino (Japan),08/19/1961,s1961KITAMI01TAKE,136.8,36.2,10.0,6.47,Takeo (1990) ,mat,MDA,136.761777777778,36.1902333333333,136.752033333333,36.1712666666667,136.771522222222,36.1997166666667,136.742288888889,36.1048833333333,6,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,12.0,-999.0,-999.0,-999.0,-999
18,Hyuga-nada (Japan),04/01/1968,s1968HYUGAx01YAGI,132.53,32.28,15.0,7.53,Yagi et al. (1998) ,mat,MDA,132.362915625,32.3040135802469,132.089821875,32.2042938271605,132.62690625,32.3040135802469,132.55408125,32.1408358024691,999,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,4000108,56.0,49.6855197094019,17.8048,68.72083532875487,-999
19,Tokachi-oki (Japan),05/16/1968,s1968TOKACH01NAGA,143.58,40.73,9.0,8.35,Nagai et al. (2001) ,mat,MDA,142.574647826087,40.9837693277311,143.172148695652,40.3868021008403,142.954875652174,39.9345542016807,-999.0,-999.0,999,999,0,0,0,0,0,999,-999,-999,-999,-999,-999,-999,-999,-999,4000095,72.0,100.6011991188402,32.9416,104.4533075004168,-999
20,Gifu-ken-chubu (Japan),09/09/1969,s1969GIFUxK01TAKE,137.05,35.47,2.0,6.43,Takeo (1990) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,8,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,20.0,-999.0,-999.0,-999.0,-999
21,San Fernando (Calif.),02/09/1971,s1971SANFER01HEAT,-118.37,34.43,13.0,6.82,Heaton (1982) ,mat,MDA,-118.369514285714,34.3781692307692,-118.37899047619,34.3875615384615,-118.369514285714,34.3875615384615,-118.37899047619,34.3969538461539,5,17,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,249.0,-999.0,-999.0,-999.0,-999
22,Izu-hanto-oki (Japan),05/09/1974,s1974IZUxHA01TAKE,138.8,34.4,8.0,6.56,Takeo (1990) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,7,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,15.0,-999.0,-999.0,-999.0,-999
23,Peru (Central Coast),10/03/1974,s1974PERUCE01HART,-77.76,-12.39,12.0,8.01,Hartzell and Langer (1993) ,mat,MDA,-78.2056468085106,-11.9554787401575,-77.9702776595745,-13.2930724409449,-78.3776473404255,-11.6933826771654,-78.2237521276596,-12.5790866141732,0,32,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,180.0,-999.0,-999.0,-999.0,-999
24,Oita-ken-chubu (Japan),04/21/1975,s1975OITAxK01TAKE,131.3,33.15,8.5,6.36,Takeo (1990) ,mat,MDA,131.338266666667,33.1254666666667,131.318233333333,33.1375333333333,-999.0,-999.0,-999.0,-999.0,7,9,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,9.0,-999.0,-999.0,-999.0,-999
25,Miyagiki (Japan),06/12/1978,s1978MIYAGI01YAMA,142.167,38.15,37.0,7.61,Yamanaka and Kikuchi (2004) ,mat,MDA,142.131867010309,38.440280952381,141.777931958763,38.1668880952381,142.213544329897,38.1395488095238,141.696254639175,38.4767333333333,8,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,4000096,56.0,62.73394978837247,42.1204,71.93733143280217,-999
26,Tabas (Iran),09/16/1978,s1978TABASI01HART,57.36,33.22,5.5,7.09,Hartzell and Mendoza (1991) ,mat,MDA,57.3807769230769,33.148375,57.3535,33.2750458333333,57.5444384615385,33.2207583333333,57.1898384615385,33.44695625,3,10,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,200.0,-999.0,-999.0,-999.0,-999
27,Coyote Lake (Calif.),08/06/1979,s1979COYOTE01LIUx,-121.51,36.97,8.0,5.92,Liu and Helmberger (1983) ,mat,MDA,-121.5023,36.95295,-121.5129,36.973775,-121.4917,36.9425375,-999.0,-999.0,6,14,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,400.0,-999.0,-999.0,-999.0,-999
28,Imperial Valley (Calif.),10/15/1979,s1979IMPERI01ARCH,-115.309,32.644,8.0,6.53,Archuleta (1984) ,mat,MDA,-115.4251,32.7782428571429,-115.3123,32.6463428571429,-115.4815,32.8441928571429,-115.3687,32.7122928571429,16,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,210.0,-999.0,-999.0,-999.0,-999
29,Imperial Valley (Calif.),10/15/1979,s1979IMPERI01HART,-115.309,32.644,8.0,6.58,Hartzell and Heaton (1983) ,mat,MDA,-115.444066666667,32.7949666666667,-115.360433333333,32.7015333333333,-999.0,-999.0,-999.0,-999.0,12,23,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,56.0,-999.0,-999.0,-999.0,-999
30,Imperial Valley (Calif.),10/15/1979,s1979IMPERI01OLSO,-115.309,32.644,8.0,6.53,Olson and Apsel (1982) ,mat,MDA,-115.40580625,32.7421333333333,-115.340859375,32.6676444444444,-115.248078125,32.5559111111111,-999.0,-999.0,26,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,24.0,-999.0,-999.0,-999.0,-999
31,Imperial Valley (Calif.),10/15/1979,s1979IMPERI01ZENG,-115.309,32.644,8.0,6.35,Zeng and Anderson (2000) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,28,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,1680.0,-999.0,-999.0,-999.0,-999
32,Petatlan (Mexico),03/14/1979,s1979PETATL01MEND,-101.46,17.46,15.0,7.39,Mendoza (1995) ,mat,MDA,-101.246003355705,17.3282821428571,-101.499431543624,17.4462942857143,-101.635196644295,18.0635885714286,-999.0,-999.0,0,15,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,144.0,-999.0,-999.0,-999.0,-999
33,Izu-hanto-toho-oki (Japan),06/29/1980,s1980IZUxHA01TAKE,139.1855,34.9231,8.0,6.61,Takeo (1988) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,6,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,20.0,-999.0,-999.0,-999.0,-999
34,Playa Azul (Mexico),10/25/1981,s1981PLAYAA01MEND,-102.238,17.742,15.0,7.25,Mendoza (1993) ,mat,MDA,-102.217578048781,17.7840259259259,-102.445626829268,17.6562975308642,-999.0,-999.0,-999.0,-999.0,0,15,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,168.0,-999.0,-999.0,-999.0,-999
35,New Brunswick (Canada),01/09/1982,s1982NEWBRU01HART,-66.656,46.984,8.0,5.47,Hartzell et al. (1994) ,mat,MDA,-66.64485,46.9659,-66.6345875,46.9959,-66.64485,46.9859,-999.0,-999.0,0,15,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,64.0,-999.0,-999.0,-999.0,-999
36,Borah Peak (Idaho),10/28/1983,s1983BORAHP01MEND,-113.86,44.06,16.0,6.82,Mendoza and Hartzell (1988) ,mat,MDA,-113.932592,44.1662040816327,-113.841452,44.2399836734694,-999.0,-999.0,-999.0,-999.0,0,23,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,128.0,-999.0,-999.0,-999.0,-999
37,Japanea-chubu (Japan),05/26/1983,s1983JAPANE01FUKU,139.077,40.357,14.0,7.58,Fukuyama and Irikura (1986) ,mat,MDA,138.9738,40.3277692307692,138.9922,40.3277692307692,139.0014,40.3277692307692,138.9738,40.3368474358974,7,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,29.0,-999.0,-999.0,-999.0,-999
38,Morgan Hill (Calif.),04/24/1984,s1984MORGAN01BERO,-121.682,37.317,8.5,6.28,Beroza and Spudich (1988) ,mat,MDA,-121.602305263158,37.20818,-121.639736842105,37.25578,-121.667810526316,37.29386,-999.0,-999.0,6,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,671.0,-999.0,-999.0,-999.0,-999
39,Morgan Hill (Calif.),04/24/1984,s1984MORGAN01HART,-121.682,37.317,8.5,6.07,Hartzell and Heaton (1986) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11,4,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,162.0,-999.0,-999.0,-999.0,-999
40,Nagano-ken seibu (Japan),09/14/1984,s1984NAGANO01TAKE,137.49,35.82,3.0,6.29,Takeo and Mikami (1987) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,5,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,12.0,-999.0,-999.0,-999.0,-999
41,Central Chile (Chile),03/03/1985,s1985CENTRA01MEND,-71.61,-33.125,40.0,8.16,Mendoza et al. (1994) ,mat,MDA,-71.7500839572193,-33.2539712,-72.4664069518717,-32.8021112,-72.3666657754011,-33.3443432,-72.1218465240642,-34.0492448,12,16,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,6000323,187.0,33.365599594418406,33.3114,3.70605558159759,50001
42,Michoacan (Mexico),09/19/1985,s1985MICHOA01MEND,-102.57,18.18,17.0,8.01,Mendoza and Hartzell (1989) ,mat,MDA,-102.528007042254,18.0198946524064,-101.785618309859,17.8844614973262,-101.722243661972,18.2727032085562,-102.292615492958,17.6045663101604,4,13,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,120.0,-999.0,-999.0,-999.0,-999
43,Nahanni1 (Canada),10/05/1985,s1985NAHANN01HART,-124.217,62.208,8.0,6.66,Hartzell et al. (1994) ,mat,MDA,-124.174069230769,62.2200842105263,-124.109655769231,62.2480631578947,-123.980828846154,62.1921052631579,-123.953223076923,62.1548,0,17,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,150.0,-999.0,-999.0,-999.0,-999
44,Nahanni2 (Canada),12/23/1985,s1985NAHANN02HART,-124.24,62.187,8.0,6.66,Hartzell et al. (1994) ,mat,MDA,-124.108149253731,62.2370829787234,-124.235423880597,62.1906893617021,-124.099058208955,62.329870212766,-123.999056716418,62.0979021276596,3,18,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,162.0,-999.0,-999.0,-999.0,-999
45,Zihuatanejo (Mexico),09/21/1985,s1985ZIHUAT01MEND,-101.819,17.598,20.0,7.42,Mendoza (1993) ,mat,MDA,-101.659537931034,17.6198963636364,-101.813768965517,17.6289427272727,-101.795624137931,17.3937372727273,-999.0,-999.0,0,24,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,144.0,-999.0,-999.0,-999.0,-999
46,North Palm Springs (Calif.),07/08/1986,s1986NORTHP01HART,-116.57,34.0,11.0,6.21,Hartzell (1989) ,mat,MDA,-116.550708,33.98595,-116.484376,33.9765142857143,-116.560184,33.9576428571429,-116.635992,34.0048214285714,9,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,88.0,-999.0,-999.0,-999.0,-999
47,North Palm Springs (Calif.),07/08/1986,s1986NORTHP01MEND,-116.57,34.0,11.0,6.14,Mendoza and Hartzell (1988) ,mat,MDA,-116.550708,33.98595,-116.52228,33.9953857142857,-116.541232,33.9387714285714,-116.66442,34.0331285714286,0,19,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,88.0,-999.0,-999.0,-999.0,-999
48,Elmore Ranch (Calif.),11/24/1987,s1987ELMORE01LARS,-115.796,33.0833,10.0,6.52,Larsen et al. (1992) ,mat,SDA,-115.77336875,33.1059,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,30,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,50.0,-999.0,-999.0,-999.0,-999
49,Superstition Hills (Calif.),11/24/1987,s1987SUPERS01LARS,-115.85,33.0166,10.0,6.6,Larsen et al. (1992) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,30,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,50.0,-999.0,-999.0,-999.0,-999
50,Superstition Hills (Calif.),11/24/1987,s1987SUPERS01WALD,-115.85,33.0166,10.0,6.51,Wald et al. (1990) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,340.0,-999.0,-999.0,-999.0,-999
51,Whittier Narrows (Calif.),10/01/1987,s1987WHITTI01HART,-118.08,34.05,14.6,5.89,Hartzell and Iida (1990) ,mat,MDA,-118.075754545455,34.0565375,-118.065663636364,34.066925,-118.126209090909,34.0565375,-118.116118181818,34.04615,17,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,100.0,-999.0,-999.0,-999.0,-999
52,Saguenay (Canada),11/25/1988,s1988SAGUEN01HART,-71.184,48.117,26.0,5.81,Hartzell et al. (1994) ,mat,SDA,-71.1893,48.11335,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9,17,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,90.0,-999.0,-999.0,-999.0,-999
53,Loma Prieta (Calif.),10/18/1989,s1989LOMAPR01BERO,-121.883,37.041,17.6,6.95,Beroza (1991) ,mat,MDA,-121.826831707317,37.0204285714286,-121.928809756098,37.0959714285714,-121.761936585366,37.0109857142857,-121.743395121951,36.9637714285714,20,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,1215.0,-999.0,-999.0,-999.0,-999
54,Loma Prieta (Calif.),10/18/1989,s1989LOMAPR01EMOL,-121.883,37.041,17.6,6.91,Emolo and Zollo (2005) ,mat,MDA,-121.826433333333,37.0188,-121.909983333333,37.10286,-121.965683333333,37.14022,-121.947116666667,37.08418,6,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,7840.0,-999.0,-999.0,-999.0,-999
55,Loma Prieta (Calif.),10/18/1989,s1989LOMAPR01STEI,-121.883,37.041,17.6,6.99,Steidl et al. (1991) ,mat,MDA,-121.970523076923,37.1000666666667,-121.701269230769,36.9673583333333,-121.942669230769,37.119025,-122.016946153846,37.1285041666667,38,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,152.0,-999.0,-999.0,-999.0,-999
56,Loma Prieta (Calif.),10/18/1989,s1989LOMAPR01WALD,-121.883,37.041,17.6,6.94,Wald et al. (1991) ,mat,MDA,-121.945365,37.1089307692308,-121.73411,36.9483461538462,-121.97292,37.1183769230769,-121.871885,37.0428076923077,16,16,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,96.0,-999.0,-999.0,-999.0,-999
57,Loma Prieta (Calif.),10/18/1989,s1989LOMAPR01ZENG,-121.883,37.041,17.6,6.98,Zeng and Anderson (2000) ,mat,MDA,-121.821404761905,37.0154666666667,-121.949071428571,37.1086518518519,-999.0,-999.0,-999.0,-999.0,34,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,2240.0,-999.0,-999.0,-999.0,-999
58,Ungava (Canada),12/25/1989,s1989UNGAVA01HART,-73.6,60.12,2.5,6.02,Hartzell et al. (1994) ,mat,MDA,-73.6202,60.137,-73.6487272727273,60.1275,-73.6582363636364,60.118,-73.6011818181818,60.1465,0,20,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,78.0,-999.0,-999.0,-999.0,-999
59,Sierra Madre (Calif.),06/28/1991,s1991SIERRA01WALD,-117.99,34.264,20.9,5.59,Wald (1992) ,mat,SDA,-118.0023,34.25288,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14,9,0,0,6,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,100.0,-999.0,-999.0,-999.0,-999
60,Joshua Tree (Calif.),04/23/1992,s1992JOSHUA01BENN,-116.317,33.966,12.5,6.25,Bennet et al. (1995) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,999,0,20,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,700.0,-999.0,-999.0,-999.0,-999
61,Joshua Tree (Calif.),04/23/1992,s1992JOSHUA01HOUG,-116.317,33.966,12.5,6.15,Hough and Dreger (1995) ,mat,SDA,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,3,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,440.0,-999.0,-999.0,-999.0,-999
62,Landers (Calif.),06/28/1992,s1992LANDER01COHE,-116.43,34.2,5.0,7.08,Cohee and Beroza (1994) ,mat,SDA,-116.591079069767,34.5379492957746,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,18,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,204.0,-999.0,-999.0,-999.0,-999
63,Landers (Calif.),06/28/1992,s1992LANDER01COTT,-116.43,34.2,7.0,7.29,Cotton and Campillo (1995) ,mat,MDA,-116.578305405405,34.5248584615385,-116.504467567568,34.4153630769231,-999.0,-999.0,-999.0,-999.0,11,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,48.0,-999.0,-999.0,-999.0,-999
64,Landers (Calif.),06/28/1992,s1992LANDER01HERN,-116.43,34.2,7.0,7.22,Hernandez et al. (1999) ,mat,MDA,-116.541002857143,34.5245923076923,-116.504168571429,34.4424846153846,-999.0,-999.0,-999.0,-999.0,11,0,0,0,28,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,48.0,-999.0,-999.0,-999.0,-999
65,Landers (Calif.),06/28/1992,s1992LANDER01WALD,-116.43,34.2,7.0,7.28,Wald and Heaton (1994) ,mat,SDA,-116.50716,34.4560571428571,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,16,11,0,0,42,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,186.0,-999.0,-999.0,-999.0,-999
66,Landers (Calif.),06/28/1992,s1992LANDER01ZENG,-116.43,34.2,7.0,7.2,Zeng and Anderson (2000) ,mat,MDA,-116.443260526316,34.245375,-116.582563157895,34.520953125,-116.545415789474,34.4566515625,-999.0,-999.0,13,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,4620.0,-999.0,-999.0,-999.0,-999
67,Little Skull Mnts (Nevada),06/29/1992,s1992LITTLE01SILV,-116.1776,36.4316,11.8,5.63,Silva et al. (2003) ,mat,MDA,-116.1756,36.436,-116.1859,36.436,-999.0,-999.0,-999.0,-999.0,999,0,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,6.0,-999.0,-999.0,-999.0,-999
68,Hokkaido-nansei-oki (Japan),07/12/1993,s1993HOKKAI01MEND,139.183,42.78,20.0,7.6,Mendoza and Fukuyama (1996) ,mat,MDA,139.078411206897,42.7636208121827,138.969159482759,41.4707411167513,138.841699137931,41.7238923857868,138.796177586207,42.6460862944162,9,32,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,140.0,-999.0,-999.0,-999.0,-999
69,Hokkaido-nansei-oki (Japan),07/12/1993,s1993HOKKAI01TANI,139.197,42.777,17.0,7.76,Tanioka et al. (1995) ,mat,SDA,139.368372093023,42.5000773584906,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,14,0,0,44,0,0,16,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,5.0,-999.0,-999.0,-999.0,-999
70,Hokkaido-nansei-oki (Japan),07/12/1993,s1993HOKKAI02HAYE,139.133,42.812,17.0,7.7,Hayes (2017) ,mat,MDA,139.130548837209,42.81484,139.412720930233,42.036024,139.285288372093,42.434488,139.585665116279,43.04124,0,36,0,0,0,0,0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999.0,264.0,-999.0,-999.0,-999.0,-999
